Time,Acetate,CO2,CH4,H2,H,M_CH4_ace,M_CH4_H2
0.000000,9.992125,0.000066,0.000066,1.800000,-0.000132,350.007473,350.000000
0.000116,9.984251,-0.000537,-0.000537,1.800000,0.001074,350.016283,350.000000
0.000231,9.976380,-0.001221,-0.001221,1.800000,0.002442,350.025252,350.000000
0.000347,9.968510,-0.001953,-0.001953,1.800000,0.003907,350.034317,350.000000
0.000463,9.960642,-0.002722,-0.002722,1.800000,0.005444,350.043452,350.000000
0.000579,9.952776,-0.003520,-0.003520,1.800000,0.007040,350.052644,350.000000
0.000694,9.944912,-0.004344,-0.004344,1.800000,0.008687,350.061885,350.000000
0.000810,9.937049,-0.005190,-0.005190,1.800000,0.010380,350.071169,350.000000
0.000926,9.929189,-0.006056,-0.006056,1.800000,0.012113,350.080493,350.000000
0.001042,9.921331,-0.006942,-0.006942,1.800000,0.013884,350.089852,350.000000
0.001157,9.913474,-0.007845,-0.007845,1.800000,0.015689,350.099245,350.000000
0.001273,9.905619,-0.008764,-0.008764,1.800000,0.017528,350.108668,350.000000
0.001389,9.897766,-0.009699,-0.009699,1.800000,0.019398,350.118120,350.000000
0.001505,9.889915,-0.010648,-0.010648,1.800000,0.021296,350.127600,350.000000
0.001620,9.882066,-0.011612,-0.011612,1.800000,0.023223,350.137106,350.000000
0.001736,9.874219,-0.012589,-0.012589,1.800000,0.025177,350.146637,350.000000
0.001852,9.866373,-0.013579,-0.013579,1.800000,0.027157,350.156191,350.000000
0.001968,9.858530,-0.014581,-0.014581,1.800000,0.029161,350.165769,350.000000
0.002083,9.850688,-0.015595,-0.015595,1.800000,0.031189,350.175369,350.000000
0.002199,9.842849,-0.016621,-0.016621,1.800000,0.033241,350.184990,350.000000
0.002315,9.835011,-0.017658,-0.017658,1.800000,0.035315,350.194632,350.000000
0.002431,9.827175,-0.018706,-0.018706,1.800000,0.037411,350.204294,350.000000
0.002546,9.819341,-0.019765,-0.019765,1.800000,0.039528,350.213975,350.000000
0.002662,9.811509,-0.020834,-0.020834,1.800000,0.041667,350.223675,350.000000
0.002778,9.803678,-0.021913,-0.021913,1.800000,0.043825,350.233394,350.000000
0.002894,9.795850,-0.023002,-0.023002,1.800000,0.046004,350.243130,350.000000
0.003009,9.788024,-0.024101,-0.024101,1.800000,0.048202,350.252885,350.000000
0.003125,9.780199,-0.025210,-0.025210,1.800000,0.050419,350.262656,350.000000
0.003241,9.772376,-0.026328,-0.026328,1.800000,0.052655,350.272444,350.000000
0.003357,9.764556,-0.027455,-0.027455,1.800000,0.054909,350.282249,350.000000
0.003472,9.756737,-0.028591,-0.028591,1.800000,0.057181,350.292070,350.000000
0.003588,9.748920,-0.029736,-0.029736,1.800000,0.059471,350.301907,350.000000
0.003704,9.741105,-0.030890,-0.030890,1.800000,0.061778,350.311759,350.000000
0.003820,9.733292,-0.032052,-0.032052,1.800000,0.064103,350.321626,350.000000
0.003935,9.725480,-0.033223,-0.033223,1.800000,0.066445,350.331509,350.000000
0.004051,9.717671,-0.034402,-0.034402,1.800000,0.068803,350.341406,350.000000
0.004167,9.709864,-0.035590,-0.035590,1.800000,0.071178,350.351318,350.000000
0.004283,9.702058,-0.036785,-0.036785,1.800000,0.073569,350.361245,350.000000
0.004398,9.694254,-0.037989,-0.037989,1.800000,0.075976,350.371185,350.000000
0.004514,9.686453,-0.039200,-0.039200,1.800000,0.078399,350.381140,350.000000
0.004630,9.678653,-0.040420,-0.040420,1.800000,0.080838,350.391108,350.000000
0.004746,9.670855,-0.041647,-0.041647,1.800000,0.083292,350.401090,350.000000
0.004861,9.663059,-0.042882,-0.042882,1.800000,0.085762,350.411085,350.000000
0.004977,9.655265,-0.044124,-0.044124,1.800000,0.088247,350.421093,350.000000
0.005093,9.647473,-0.045374,-0.045374,1.800000,0.090746,350.431115,350.000000
0.005209,9.639683,-0.046632,-0.046632,1.800000,0.093261,350.441150,350.000000
0.005324,9.631895,-0.047896,-0.047896,1.800000,0.095791,350.451197,350.000000
0.005440,9.624108,-0.049168,-0.049168,1.800000,0.098335,350.461257,350.000000
0.005556,9.616324,-0.050448,-0.050448,1.800000,0.100893,350.471329,350.000000
0.005672,9.608542,-0.051734,-0.051734,1.800000,0.103466,350.481414,350.000000
0.005787,9.600761,-0.053028,-0.053028,1.800000,0.106053,350.491512,350.000000
0.005903,9.592983,-0.054328,-0.054328,1.800000,0.108655,350.501621,350.000000
0.006019,9.585206,-0.055636,-0.055636,1.800000,0.111270,350.511743,350.000000
0.006135,9.577431,-0.056951,-0.056951,1.800000,0.113899,350.521876,350.000000
0.006250,9.569658,-0.058272,-0.058272,1.800000,0.116542,350.532021,350.000000
0.006366,9.561888,-0.059601,-0.059601,1.800000,0.119199,350.542179,350.000000
0.006482,9.554119,-0.060936,-0.060936,1.800000,0.121869,350.552347,350.000000
0.006598,9.546352,-0.062278,-0.062278,1.800000,0.124553,350.562528,350.000000
0.006713,9.538587,-0.063626,-0.063626,1.800000,0.127250,350.572719,350.000000
0.006829,9.530824,-0.064982,-0.064982,1.800000,0.129961,350.582923,350.000000
0.006945,9.523063,-0.066344,-0.066344,1.800000,0.132685,350.593137,350.000000
0.007061,9.515304,-0.067712,-0.067712,1.800000,0.135422,350.603363,350.000000
0.007176,9.507546,-0.069087,-0.069087,1.800000,0.138172,350.613600,350.000000
0.007292,9.499791,-0.070469,-0.070469,1.800000,0.140935,350.623848,350.000000
0.007408,9.492038,-0.071857,-0.071857,1.800000,0.143711,350.634107,350.000000
0.007524,9.484287,-0.073252,-0.073252,1.800000,0.146500,350.644376,350.000000
0.007639,9.476537,-0.074653,-0.074653,1.800000,0.149302,350.654657,350.000000
0.007755,9.468790,-0.076060,-0.076060,1.800000,0.152117,350.664949,350.000000
0.007871,9.461045,-0.077474,-0.077474,1.800000,0.154944,350.675251,350.000000
0.007987,9.453301,-0.078894,-0.078894,1.800000,0.157784,350.685564,350.000000
0.008102,9.445560,-0.080320,-0.080320,1.800000,0.160637,350.695887,350.000000
0.008218,9.437820,-0.081753,-0.081753,1.800000,0.163502,350.706221,350.000000
0.008334,9.430083,-0.083191,-0.083191,1.800000,0.166379,350.716566,350.000000
0.008450,9.422347,-0.084636,-0.084636,1.800000,0.169269,350.726921,350.000000
0.008565,9.414613,-0.086088,-0.086088,1.800000,0.172172,350.737286,350.000000
0.008681,9.406882,-0.087545,-0.087545,1.800000,0.175086,350.747662,350.000000
0.008797,9.399152,-0.089008,-0.089008,1.800000,0.178013,350.758048,350.000000
0.008913,9.391424,-0.090478,-0.090478,1.800000,0.180952,350.768444,350.000000
0.009028,9.383699,-0.091954,-0.091954,1.800000,0.183904,350.778851,350.000000
0.009144,9.375975,-0.093435,-0.093435,1.800000,0.186867,350.789267,350.000000
0.009260,9.368253,-0.094923,-0.094923,1.800000,0.189843,350.799694,350.000000
0.009376,9.360533,-0.096417,-0.096417,1.800000,0.192830,350.810131,350.000000
0.009491,9.352816,-0.097917,-0.097917,1.800000,0.195830,350.820577,350.000000
0.009607,9.345100,-0.099423,-0.099423,1.800000,0.198841,350.831034,350.000000
0.009723,9.337386,-0.100935,-0.100935,1.800000,0.201865,350.841501,350.000000
0.009839,9.329674,-0.102452,-0.102452,1.800000,0.204900,350.851977,350.000000
0.009954,9.321965,-0.103976,-0.103976,1.800000,0.207948,350.862464,350.000000
0.010070,9.314257,-0.105506,-0.105506,1.800000,0.211007,350.872960,350.000000
0.010186,9.306551,-0.107041,-0.107041,1.800000,0.214078,350.883466,350.000000
0.010302,9.298847,-0.108583,-0.108583,1.800000,0.217161,350.893982,350.000000
0.010417,9.291145,-0.110130,-0.110130,1.800000,0.220255,350.904508,350.000000
0.010533,9.283446,-0.111683,-0.111683,1.800000,0.223361,350.915043,350.000000
0.010649,9.275748,-0.113242,-0.113242,1.800000,0.226479,350.925588,350.000000
0.010765,9.268052,-0.114807,-0.114807,1.800000,0.229609,350.936142,350.000000
0.010880,9.260358,-0.116377,-0.116377,1.800000,0.232750,350.946707,350.000000
0.010996,9.252666,-0.117954,-0.117954,1.800000,0.235903,350.957281,350.000000
0.011112,9.244977,-0.119536,-0.119536,1.800000,0.239067,350.967864,350.000000
0.011228,9.237289,-0.121124,-0.121124,1.800000,0.242243,350.978457,350.000000
0.011343,9.229603,-0.122718,-0.122718,1.800000,0.245430,350.989059,350.000000
0.011459,9.221919,-0.124317,-0.124317,1.800000,0.248629,350.999671,350.000000
0.011575,9.214238,-0.125923,-0.125923,1.800000,0.251840,351.010293,350.000000
0.011690,9.206558,-0.127534,-0.127534,1.800000,0.255062,351.020924,350.000000
0.011806,9.198880,-0.129150,-0.129150,1.800000,0.258295,351.031564,350.000000
0.011922,9.191205,-0.130773,-0.130773,1.800000,0.261540,351.042214,350.000000
0.012038,9.183531,-0.132401,-0.132401,1.800000,0.264796,351.052873,350.000000
0.012153,9.175860,-0.134035,-0.134035,1.800000,0.268064,351.063541,350.000000
0.012269,9.168190,-0.135674,-0.135674,1.800000,0.271343,351.074219,350.000000
0.012385,9.160523,-0.137320,-0.137320,1.800000,0.274633,351.084906,350.000000
0.012501,9.152857,-0.138971,-0.138971,1.800000,0.277935,351.095602,350.000000
0.012616,9.145194,-0.140627,-0.140627,1.800000,0.281248,351.106308,350.000000
0.012732,9.137532,-0.142289,-0.142289,1.800000,0.284573,351.117023,350.000000
0.012848,9.129873,-0.143957,-0.143957,1.800000,0.287909,351.127747,350.000000
0.012964,9.122215,-0.145631,-0.145631,1.800000,0.291256,351.138481,350.000000
0.013079,9.114560,-0.147310,-0.147310,1.800000,0.294614,351.149224,350.000000
0.013195,9.106907,-0.148995,-0.148995,1.800000,0.297984,351.159976,350.000000
0.013311,9.099256,-0.150686,-0.150686,1.800000,0.301364,351.170737,350.000000
0.013427,9.091607,-0.152382,-0.152382,1.800000,0.304757,351.181507,350.000000
0.013542,9.083959,-0.154083,-0.154083,1.800000,0.308160,351.192287,350.000000
0.013658,9.076314,-0.155791,-0.155791,1.800000,0.311575,351.203076,350.000000
0.013774,9.068671,-0.157504,-0.157504,1.800000,0.315001,351.213874,350.000000
0.013890,9.061030,-0.159222,-0.159222,1.800000,0.318438,351.224681,350.000000
0.014005,9.053391,-0.160946,-0.160946,1.800000,0.321886,351.235497,350.000000
0.014121,9.045755,-0.162676,-0.162676,1.800000,0.325345,351.246323,350.000000
0.014237,9.038120,-0.164412,-0.164412,1.800000,0.328816,351.257157,350.000000
0.014353,9.030487,-0.166153,-0.166153,1.800000,0.332298,351.268001,350.000000
0.014468,9.022856,-0.167899,-0.167899,1.800000,0.335791,351.278854,350.000000
0.014584,9.015228,-0.169651,-0.169651,1.800000,0.339295,351.289715,350.000000
0.014700,9.007601,-0.171409,-0.171409,1.800000,0.342811,351.300587,350.000000
0.014816,8.999977,-0.173173,-0.173173,1.800000,0.346338,351.311467,350.000000
0.014931,8.992355,-0.174942,-0.174942,1.800000,0.349875,351.322356,350.000000
0.015047,8.984734,-0.176716,-0.176716,1.800000,0.353424,351.333254,350.000000
0.015163,8.977116,-0.178496,-0.178496,1.800000,0.356985,351.344161,350.000000
0.015279,8.969500,-0.180282,-0.180282,1.800000,0.360556,351.355078,350.000000
0.015394,8.961886,-0.182073,-0.182073,1.800000,0.364138,351.366003,350.000000
0.015510,8.954274,-0.183870,-0.183870,1.800000,0.367732,351.376938,350.000000
0.015626,8.946664,-0.185672,-0.185672,1.800000,0.371337,351.387882,350.000000
0.015742,8.939056,-0.187481,-0.187481,1.800000,0.374953,351.398835,350.000000
0.015857,8.931450,-0.189294,-0.189294,1.800000,0.378580,351.409796,350.000000
0.015973,8.923847,-0.191113,-0.191113,1.800000,0.382218,351.420767,350.000000
0.016089,8.916245,-0.192938,-0.192938,1.800000,0.385868,351.431747,350.000000
0.016205,8.908645,-0.194768,-0.194768,1.800000,0.389528,351.442736,350.000000
0.016320,8.901048,-0.196604,-0.196604,1.800000,0.393200,351.453734,350.000000
0.016436,8.893453,-0.198446,-0.198446,1.800000,0.396883,351.464742,350.000000
0.016552,8.885860,-0.200293,-0.200293,1.800000,0.400577,351.475758,350.000000
0.016668,8.878268,-0.202146,-0.202146,1.800000,0.404283,351.486783,350.000000
0.016783,8.870679,-0.204004,-0.204004,1.800000,0.407999,351.497817,350.000000
0.016899,8.863093,-0.205868,-0.205868,1.800000,0.411727,351.508861,350.000000
0.017015,8.855508,-0.207737,-0.207737,1.800000,0.415466,351.519913,350.000000
0.017131,8.847925,-0.209612,-0.209612,1.800000,0.419216,351.530975,350.000000
0.017246,8.840344,-0.211493,-0.211493,1.800000,0.422977,351.542046,350.000000
0.017362,8.832766,-0.213379,-0.213379,1.800000,0.426749,351.553126,350.000000
0.017478,8.825190,-0.215271,-0.215271,1.800000,0.430533,351.564214,350.000000
0.017594,8.817615,-0.217169,-0.217169,1.800000,0.434328,351.575312,350.000000
0.017709,8.810043,-0.219072,-0.219072,1.800000,0.438134,351.586419,350.000000
0.017825,8.802473,-0.220981,-0.220981,1.800000,0.441951,351.597536,350.000000
0.017941,8.794905,-0.222895,-0.222895,1.800000,0.445780,351.608661,350.000000
0.018057,8.787340,-0.224815,-0.224815,1.800000,0.449620,351.619795,350.000000
0.018172,8.779776,-0.226740,-0.226740,1.800000,0.453471,351.630939,350.000000
0.018288,8.772214,-0.228672,-0.228672,1.800000,0.457333,351.642091,350.000000
0.018404,8.764655,-0.230609,-0.230609,1.800000,0.461207,351.653253,350.000000
0.018520,8.757098,-0.232551,-0.232551,1.800000,0.465092,351.664424,350.000000
0.018635,8.749542,-0.234499,-0.234499,1.800000,0.468988,351.675604,350.000000
0.018751,8.741989,-0.236453,-0.236453,1.800000,0.472895,351.686793,350.000000
0.018867,8.734439,-0.238412,-0.238412,1.800000,0.476814,351.697992,350.000000
0.018983,8.726890,-0.240377,-0.240377,1.800000,0.480744,351.709199,350.000000
0.019098,8.719343,-0.242348,-0.242348,1.800000,0.484686,351.720416,350.000000
0.019214,8.711799,-0.244325,-0.244325,1.800000,0.488638,351.731642,350.000000
0.019330,8.704256,-0.246307,-0.246307,1.800000,0.492602,351.742877,350.000000
0.019446,8.696716,-0.248294,-0.248294,1.800000,0.496578,351.754121,350.000000
0.019561,8.689178,-0.250288,-0.250288,1.800000,0.500565,351.765375,350.000000
0.019677,8.681642,-0.252287,-0.252287,1.800000,0.504563,351.776638,350.000000
0.019793,8.674109,-0.254292,-0.254292,1.800000,0.508573,351.787910,350.000000
0.019909,8.666577,-0.256303,-0.256303,1.800000,0.512594,351.799191,350.000000
0.020024,8.659048,-0.258319,-0.258319,1.800000,0.516626,351.810481,350.000000
0.020140,8.651520,-0.260341,-0.260341,1.800000,0.520670,351.821781,350.000000
0.020256,8.643995,-0.262369,-0.262369,1.800000,0.524725,351.833090,350.000000
0.020372,8.636472,-0.264402,-0.264402,1.800000,0.528792,351.844409,350.000000
0.020487,8.628951,-0.266441,-0.266441,1.800000,0.532870,351.855736,350.000000
0.020603,8.621433,-0.268486,-0.268486,1.800000,0.536960,351.867073,350.000000
0.020719,8.613916,-0.270537,-0.270537,1.800000,0.541062,351.878420,350.000000
0.020835,8.606402,-0.272593,-0.272593,1.800000,0.545174,351.889776,350.000000
0.020950,8.598890,-0.274656,-0.274656,1.800000,0.549299,351.901141,350.000000
0.021066,8.591380,-0.276724,-0.276724,1.800000,0.553435,351.912515,350.000000
0.021182,8.583872,-0.278797,-0.278797,1.800000,0.557582,351.923899,350.000000
0.021298,8.576366,-0.280877,-0.280877,1.800000,0.561741,351.935292,350.000000
0.021413,8.568863,-0.282962,-0.282962,1.800000,0.565912,351.946695,350.000000
0.021529,8.561362,-0.285054,-0.285054,1.800000,0.570095,351.958107,350.000000
0.021645,8.553863,-0.287151,-0.287151,1.800000,0.574289,351.969529,350.000000
0.021761,8.546366,-0.289254,-0.289254,1.800000,0.578494,351.980960,350.000000
0.021876,8.538871,-0.291362,-0.291362,1.800000,0.582712,351.992401,350.000000
0.021992,8.531378,-0.293477,-0.293477,1.800000,0.586941,352.003851,350.000000
0.022108,8.523888,-0.295598,-0.295598,1.800000,0.591182,352.015311,350.000000
0.022224,8.516400,-0.297724,-0.297724,1.800000,0.595434,352.026780,350.000000
0.022339,8.508914,-0.299856,-0.299856,1.800000,0.599699,352.038259,350.000000
0.022455,8.501430,-0.301994,-0.301994,1.800000,0.603975,352.049747,350.000000
0.022571,8.493948,-0.304138,-0.304138,1.800000,0.608263,352.061245,350.000000
0.022686,8.486469,-0.306288,-0.306288,1.800000,0.612562,352.072753,350.000000
0.022802,8.478992,-0.308444,-0.308444,1.800000,0.616874,352.084270,350.000000
0.022918,8.471517,-0.310606,-0.310606,1.800000,0.621198,352.095797,350.000000
0.023034,8.464044,-0.312774,-0.312774,1.800000,0.625533,352.107333,350.000000
0.023149,8.456574,-0.314947,-0.314947,1.800000,0.629880,352.118880,350.000000
0.023265,8.449105,-0.317127,-0.317127,1.800000,0.634240,352.130436,350.000000
0.023381,8.441639,-0.319313,-0.319313,1.800000,0.638611,352.142002,350.000000
0.023497,8.434175,-0.321504,-0.321504,1.800000,0.642994,352.153577,350.000000
0.023612,8.426713,-0.323702,-0.323702,1.800000,0.647389,352.165162,350.000000
0.023728,8.419254,-0.325906,-0.325906,1.800000,0.651796,352.176758,350.000000
0.023844,8.411796,-0.328115,-0.328115,1.800000,0.656216,352.188363,350.000000
0.023960,8.404341,-0.330331,-0.330331,1.800000,0.660647,352.199977,350.000000
0.024075,8.396889,-0.332553,-0.332553,1.800000,0.665091,352.211602,350.000000
0.024191,8.389438,-0.334781,-0.334781,1.800000,0.669546,352.223237,350.000000
0.024307,8.381989,-0.337015,-0.337015,1.800000,0.674014,352.234881,350.000000
0.024423,8.374543,-0.339255,-0.339255,1.800000,0.678494,352.246536,350.000000
0.024538,8.367099,-0.341501,-0.341501,1.800000,0.682986,352.258200,350.000000
0.024654,8.359658,-0.343753,-0.343753,1.800000,0.687491,352.269875,350.000000
0.024770,8.352218,-0.346012,-0.346012,1.800000,0.692007,352.281559,350.000000
0.024886,8.344781,-0.348276,-0.348276,1.800000,0.696536,352.293254,350.000000
0.025001,8.337346,-0.350547,-0.350547,1.800000,0.701078,352.304958,350.000000
0.025117,8.329913,-0.352824,-0.352824,1.800000,0.705631,352.316673,350.000000
0.025233,8.322482,-0.355107,-0.355107,1.800000,0.710197,352.328398,350.000000
0.025349,8.315054,-0.357396,-0.357396,1.800000,0.714776,352.340133,350.000000
0.025464,8.307628,-0.359692,-0.359692,1.800000,0.719367,352.351878,350.000000
0.025580,8.300204,-0.361993,-0.361993,1.800000,0.723970,352.363633,350.000000
0.025696,8.292783,-0.364301,-0.364301,1.800000,0.728586,352.375399,350.000000
0.025812,8.285363,-0.366616,-0.366616,1.800000,0.733214,352.387175,350.000000
0.025927,8.277946,-0.368936,-0.368936,1.800000,0.737855,352.398961,350.000000
0.026043,8.270531,-0.371263,-0.371263,1.800000,0.742509,352.410758,350.000000
0.026159,8.263119,-0.373596,-0.373596,1.800000,0.747175,352.422565,350.000000
0.026275,8.255709,-0.375935,-0.375935,1.800000,0.751854,352.434382,350.000000
0.026390,8.248301,-0.378281,-0.378281,1.800000,0.756545,352.446210,350.000000
0.026506,8.240895,-0.380633,-0.380633,1.800000,0.761249,352.458048,350.000000
0.026622,8.233491,-0.382992,-0.382992,1.800000,0.765966,352.469896,350.000000
0.026738,8.226090,-0.385357,-0.385357,1.800000,0.770696,352.481755,350.000000
0.026853,8.218691,-0.387728,-0.387728,1.800000,0.775438,352.493625,350.000000
0.026969,8.211294,-0.390106,-0.390106,1.800000,0.780194,352.505505,350.000000
0.027085,8.203900,-0.392490,-0.392490,1.800000,0.784962,352.517396,350.000000
0.027201,8.196508,-0.394881,-0.394881,1.800000,0.789743,352.529298,350.000000
0.027316,8.189118,-0.397278,-0.397278,1.800000,0.794538,352.541210,350.000000
0.027432,8.181730,-0.399682,-0.399682,1.800000,0.799345,352.553133,350.000000
0.027548,8.174345,-0.402092,-0.402092,1.800000,0.804165,352.565066,350.000000
0.027664,8.166962,-0.404508,-0.404508,1.800000,0.808998,352.577011,350.000000
0.027779,8.159581,-0.406932,-0.406932,1.800000,0.813844,352.588966,350.000000
0.027895,8.152203,-0.409362,-0.409362,1.800000,0.818704,352.600932,350.000000
0.028011,8.144826,-0.411798,-0.411798,1.800000,0.823577,352.612909,350.000000
0.028127,8.137453,-0.414241,-0.414241,1.800000,0.828463,352.624897,350.000000
0.028242,8.130081,-0.416691,-0.416691,1.800000,0.833362,352.636895,350.000000
0.028358,8.122712,-0.419147,-0.419147,1.800000,0.838274,352.648905,350.000000
0.028474,8.115345,-0.421610,-0.421610,1.800000,0.843200,352.660926,350.000000
0.028590,8.107980,-0.424079,-0.424079,1.800000,0.848139,352.672958,350.000000
0.028705,8.100617,-0.426556,-0.426556,1.800000,0.853091,352.685001,350.000000
0.028821,8.093257,-0.429039,-0.429039,1.800000,0.858057,352.697055,350.000000
0.028937,8.085900,-0.431529,-0.431529,1.800000,0.863037,352.709120,350.000000
0.029053,8.078544,-0.434025,-0.434025,1.800000,0.868030,352.721197,350.000000
0.029168,8.071191,-0.436529,-0.436529,1.800000,0.873037,352.733284,350.000000
0.029284,8.063840,-0.439039,-0.439039,1.800000,0.878057,352.745383,350.000000
0.029400,8.056491,-0.441556,-0.441556,1.800000,0.883091,352.757494,350.000000
0.029516,8.049145,-0.444080,-0.444080,1.800000,0.888138,352.769615,350.000000
0.029631,8.041801,-0.446610,-0.446610,1.800000,0.893200,352.781749,350.000000
0.029747,8.034460,-0.449148,-0.449148,1.800000,0.898275,352.793893,350.000000
0.029863,8.027120,-0.451692,-0.451692,1.800000,0.903364,352.806049,350.000000
0.029979,8.019783,-0.454244,-0.454244,1.800000,0.908466,352.818217,350.000000
0.030094,8.012449,-0.456802,-0.456802,1.800000,0.913583,352.830396,350.000000
0.030210,8.005116,-0.459368,-0.459368,1.800000,0.918714,352.842587,350.000000
0.030326,7.997786,-0.461940,-0.461940,1.800000,0.923859,352.854790,350.000000
0.030442,7.990459,-0.464520,-0.464520,1.800000,0.929017,352.867004,350.000000
0.030557,7.983133,-0.467106,-0.467106,1.800000,0.934190,352.879230,350.000000
0.030673,7.975810,-0.469700,-0.469700,1.800000,0.939377,352.891468,350.000000
0.030789,7.968490,-0.472300,-0.472300,1.800000,0.944579,352.903718,350.000000
0.030905,7.961171,-0.474908,-0.474908,1.800000,0.949794,352.915980,350.000000
0.031020,7.953855,-0.477523,-0.477523,1.800000,0.955024,352.928253,350.000000
0.031136,7.946542,-0.480145,-0.480145,1.800000,0.960268,352.940539,350.000000
0.031252,7.939230,-0.482775,-0.482775,1.800000,0.965527,352.952837,350.000000
0.031368,7.931921,-0.485411,-0.485411,1.800000,0.970800,352.965147,350.000000
0.031483,7.924615,-0.488055,-0.488055,1.800000,0.976087,352.977468,350.000000
0.031599,7.917311,-0.490706,-0.490706,1.800000,0.981390,352.989803,350.000000
0.031715,7.910009,-0.493365,-0.493365,1.800000,0.986706,353.002149,350.000000
0.031831,7.902709,-0.496031,-0.496031,1.800000,0.992038,353.014508,350.000000
0.031946,7.895412,-0.498704,-0.498704,1.800000,0.997384,353.026879,350.000000
0.032062,7.888117,-0.501384,-0.501384,1.800000,1.002745,353.039262,350.000000
0.032178,7.880825,-0.504072,-0.504072,1.800000,1.008120,353.051658,350.000000
0.032294,7.873535,-0.506768,-0.506768,1.800000,1.013511,353.064067,350.000000
0.032409,7.866247,-0.509470,-0.509470,1.800000,1.018916,353.076488,350.000000
0.032525,7.858961,-0.512181,-0.512181,1.800000,1.024337,353.088921,350.000000
0.032641,7.851678,-0.514899,-0.514899,1.800000,1.029773,353.101367,350.000000
0.032757,7.844398,-0.517624,-0.517624,1.800000,1.035223,353.113826,350.000000
0.032872,7.837120,-0.520357,-0.520357,1.800000,1.040689,353.126298,350.000000
0.032988,7.829844,-0.523098,-0.523098,1.800000,1.046170,353.138783,350.000000
0.033104,7.822570,-0.525846,-0.525846,1.800000,1.051667,353.151280,350.000000
0.033220,7.815299,-0.528602,-0.528602,1.800000,1.057178,353.163791,350.000000
0.033335,7.808030,-0.531365,-0.531365,1.800000,1.062705,353.176314,350.000000
0.033451,7.800764,-0.534137,-0.534137,1.800000,1.068248,353.188851,350.000000
0.033567,7.793500,-0.536916,-0.536916,1.800000,1.073806,353.201400,350.000000
0.033683,7.786238,-0.539703,-0.539703,1.800000,1.079380,353.213963,350.000000
0.033798,7.778979,-0.542497,-0.542497,1.800000,1.084969,353.226539,350.000000
0.033914,7.771722,-0.545300,-0.545300,1.800000,1.090574,353.239129,350.000000
0.034030,7.764468,-0.548111,-0.548111,1.800000,1.096195,353.251732,350.000000
0.034145,7.757216,-0.550929,-0.550929,1.800000,1.101831,353.264348,350.000000
0.034261,7.749966,-0.553755,-0.553755,1.800000,1.107484,353.276978,350.000000
0.034377,7.742719,-0.556590,-0.556590,1.800000,1.113152,353.289621,350.000000
0.034493,7.735474,-0.559432,-0.559432,1.800000,1.118837,353.302278,350.000000
0.034608,7.728232,-0.562282,-0.562282,1.800000,1.124538,353.314948,350.000000
0.034724,7.720992,-0.565141,-0.565141,1.800000,1.130254,353.327633,350.000000
0.034840,7.713754,-0.568007,-0.568007,1.800000,1.135987,353.340331,350.000000
0.034956,7.706519,-0.570882,-0.570882,1.800000,1.141737,353.353043,350.000000
0.035071,7.699286,-0.573765,-0.573765,1.800000,1.147503,353.365769,350.000000
0.035187,7.692056,-0.576656,-0.576656,1.800000,1.153285,353.378509,350.000000
0.035303,7.684828,-0.579556,-0.579556,1.800000,1.159084,353.391263,350.000000
0.035419,7.677603,-0.582464,-0.582464,1.800000,1.164899,353.404031,350.000000
0.035534,7.670379,-0.585380,-0.585380,1.800000,1.170731,353.416814,350.000000
0.035650,7.663159,-0.588304,-0.588304,1.800000,1.176580,353.429611,350.000000
0.035766,7.655940,-0.591237,-0.591237,1.800000,1.182445,353.442422,350.000000
0.035882,7.648725,-0.594178,-0.594178,1.800000,1.188328,353.455248,350.000000
0.035997,7.641511,-0.597128,-0.597128,1.800000,1.194227,353.468088,350.000000
0.036113,7.634300,-0.600086,-0.600086,1.800000,1.200143,353.480943,350.000000
0.036229,7.627092,-0.603053,-0.603053,1.800000,1.206077,353.493812,350.000000
0.036345,7.619886,-0.606029,-0.606029,1.800000,1.212028,353.506697,350.000000
0.036460,7.612682,-0.609013,-0.609013,1.800000,1.217996,353.519596,350.000000
0.036576,7.605481,-0.612005,-0.612005,1.800000,1.223981,353.532510,350.000000
0.036692,7.598282,-0.615007,-0.615007,1.800000,1.229984,353.545439,350.000000
0.036808,7.591086,-0.618017,-0.618017,1.800000,1.236004,353.558383,350.000000
0.036923,7.583892,-0.621036,-0.621036,1.800000,1.242042,353.571342,350.000000
0.037039,7.576700,-0.624064,-0.624064,1.800000,1.248098,353.584316,350.000000
0.037155,7.569511,-0.627101,-0.627101,1.800000,1.254171,353.597306,350.000000
0.037271,7.562325,-0.630147,-0.630147,1.800000,1.260263,353.610311,350.000000
0.037386,7.555141,-0.633201,-0.633201,1.800000,1.266372,353.623332,350.000000
0.037502,7.547959,-0.636265,-0.636265,1.800000,1.272499,353.636368,350.000000
0.037618,7.540780,-0.639338,-0.639338,1.800000,1.278644,353.649420,350.000000
0.037734,7.533603,-0.642420,-0.642420,1.800000,1.284808,353.662487,350.000000
0.037849,7.526429,-0.645511,-0.645511,1.800000,1.290990,353.675571,350.000000
0.037965,7.519257,-0.648611,-0.648611,1.800000,1.297190,353.688670,350.000000
0.038081,7.512088,-0.651720,-0.651720,1.800000,1.303409,353.701785,350.000000
0.038197,7.504921,-0.654839,-0.654839,1.800000,1.309646,353.714917,350.000000
0.038312,7.497756,-0.657967,-0.657967,1.800000,1.315902,353.728064,350.000000
