Time,Acetate,CO2,CH4,H2,H,M_CH4_ace,M_CH4_H2
1.179351,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.010421,350.000000
1.179466,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.010144,350.000000
1.179582,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.009867,350.000000
1.179698,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.009590,350.000000
1.179814,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.009313,350.000000
1.179929,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.009036,350.000000
1.180045,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.008759,350.000000
1.180161,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.008482,350.000000
1.180277,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.008205,350.000000
1.180392,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.007928,350.000000
1.180508,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.007651,350.000000
1.180624,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.007374,350.000000
1.180740,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.007097,350.000000
1.180855,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.006820,350.000000
1.180971,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.006543,350.000000
1.181087,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.006266,350.000000
1.181203,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.005989,350.000000
1.181318,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.005712,350.000000
1.181434,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.005435,350.000000
1.181550,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.005158,350.000000
1.181666,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.004881,350.000000
1.181781,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.004604,350.000000
1.181897,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.004327,350.000000
1.182013,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.004050,350.000000
1.182129,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.003773,350.000000
1.182244,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.003496,350.000000
1.182360,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.003219,350.000000
1.182476,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.002942,350.000000
1.182592,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.002665,350.000000
1.182707,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.002388,350.000000
1.182823,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.002111,350.000000
1.182939,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.001834,350.000000
1.183055,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.001557,350.000000
1.183170,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.001280,350.000000
1.183286,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.001003,350.000000
1.183402,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.000726,350.000000
1.183518,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.000449,350.000000
1.183633,0.000000,-0.919610,-0.919610,1.800000,1.839178,359.000172,350.000000
1.183749,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.999895,350.000000
1.183865,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.999618,350.000000
1.183981,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.999341,350.000000
1.184096,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.999064,350.000000
1.184212,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.998787,350.000000
1.184328,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.998510,350.000000
1.184444,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.998233,350.000000
1.184559,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.997956,350.000000
1.184675,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.997679,350.000000
1.184791,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.997402,350.000000
1.184907,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.997125,350.000000
1.185022,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.996848,350.000000
1.185138,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.996571,350.000000
1.185254,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.996294,350.000000
1.185370,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.996017,350.000000
1.185485,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.995740,350.000000
1.185601,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.995463,350.000000
1.185717,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.995186,350.000000
1.185833,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.994909,350.000000
1.185948,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.994632,350.000000
1.186064,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.994355,350.000000
1.186180,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.994078,350.000000
1.186296,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.993801,350.000000
1.186411,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.993524,350.000000
1.186527,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.993247,350.000000
1.186643,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.992970,350.000000
1.186758,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.992693,350.000000
1.186874,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.992416,350.000000
1.186990,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.992139,350.000000
1.187106,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.991862,350.000000
1.187221,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.991585,350.000000
1.187337,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.991308,350.000000
1.187453,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.991031,350.000000
1.187569,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.990754,350.000000
1.187684,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.990477,350.000000
1.187800,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.990200,350.000000
1.187916,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.989923,350.000000
1.188032,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.989646,350.000000
1.188147,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.989369,350.000000
1.188263,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.989092,350.000000
1.188379,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.988815,350.000000
1.188495,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.988538,350.000000
1.188610,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.988261,350.000000
1.188726,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.987984,350.000000
1.188842,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.987707,350.000000
1.188958,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.987430,350.000000
1.189073,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.987153,350.000000
1.189189,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.986876,350.000000
1.189305,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.986599,350.000000
1.189421,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.986322,350.000000
1.189536,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.986045,350.000000
1.189652,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.985768,350.000000
1.189768,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.985491,350.000000
1.189884,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.985214,350.000000
1.189999,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.984937,350.000000
1.190115,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.984660,350.000000
1.190231,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.984383,350.000000
1.190347,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.984106,350.000000
1.190462,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.983829,350.000000
1.190578,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.983552,350.000000
1.190694,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.983275,350.000000
1.190810,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.982998,350.000000
1.190925,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.982721,350.000000
1.191041,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.982444,350.000000
1.191157,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.982167,350.000000
1.191273,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.981890,350.000000
1.191388,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.981613,350.000000
1.191504,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.981336,350.000000
1.191620,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.981059,350.000000
1.191736,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.980782,350.000000
1.191851,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.980505,350.000000
1.191967,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.980228,350.000000
1.192083,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.979951,350.000000
1.192199,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.979674,350.000000
1.192314,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.979397,350.000000
1.192430,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.979120,350.000000
1.192546,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.978843,350.000000
1.192662,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.978566,350.000000
1.192777,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.978289,350.000000
1.192893,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.978012,350.000000
1.193009,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.977735,350.000000
1.193125,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.977458,350.000000
1.193240,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.977181,350.000000
1.193356,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.976904,350.000000
1.193472,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.976627,350.000000
1.193588,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.976350,350.000000
1.193703,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.976073,350.000000
1.193819,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.975796,350.000000
1.193935,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.975519,350.000000
1.194051,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.975242,350.000000
1.194166,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.974965,350.000000
1.194282,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.974688,350.000000
1.194398,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.974411,350.000000
1.194514,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.974134,350.000000
1.194629,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.973857,350.000000
1.194745,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.973580,350.000000
1.194861,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.973303,350.000000
1.194977,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.973026,350.000000
1.195092,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.972749,350.000000
1.195208,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.972472,350.000000
1.195324,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.972195,350.000000
1.195440,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.971918,350.000000
1.195555,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.971641,350.000000
1.195671,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.971364,350.000000
1.195787,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.971088,350.000000
1.195903,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.970811,350.000000
1.196018,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.970534,350.000000
1.196134,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.970257,350.000000
1.196250,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.969980,350.000000
1.196366,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.969703,350.000000
1.196481,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.969426,350.000000
1.196597,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.969149,350.000000
1.196713,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.968872,350.000000
1.196829,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.968595,350.000000
1.196944,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.968318,350.000000
1.197060,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.968041,350.000000
1.197176,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.967764,350.000000
1.197292,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.967487,350.000000
1.197407,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.967210,350.000000
1.197523,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.966933,350.000000
1.197639,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.966656,350.000000
1.197754,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.966379,350.000000
1.197870,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.966102,350.000000
1.197986,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.965825,350.000000
1.198102,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.965548,350.000000
1.198217,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.965271,350.000000
1.198333,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.964994,350.000000
1.198449,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.964717,350.000000
1.198565,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.964440,350.000000
1.198680,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.964163,350.000000
1.198796,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.963886,350.000000
1.198912,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.963609,350.000000
1.199028,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.963332,350.000000
1.199143,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.963055,350.000000
1.199259,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.962778,350.000000
1.199375,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.962501,350.000000
1.199491,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.962224,350.000000
1.199606,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.961947,350.000000
1.199722,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.961670,350.000000
1.199838,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.961393,350.000000
1.199954,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.961116,350.000000
1.200069,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.960839,350.000000
1.200185,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.960562,350.000000
1.200301,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.960285,350.000000
1.200417,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.960008,350.000000
1.200532,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.959731,350.000000
1.200648,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.959454,350.000000
1.200764,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.959177,350.000000
1.200880,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.958900,350.000000
1.200995,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.958623,350.000000
1.201111,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.958346,350.000000
1.201227,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.958070,350.000000
1.201343,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.957793,350.000000
1.201458,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.957516,350.000000
1.201574,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.957239,350.000000
1.201690,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.956962,350.000000
1.201806,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.956685,350.000000
1.201921,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.956408,350.000000
1.202037,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.956131,350.000000
1.202153,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.955854,350.000000
1.202269,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.955577,350.000000
1.202384,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.955300,350.000000
1.202500,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.955023,350.000000
1.202616,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.954746,350.000000
1.202732,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.954469,350.000000
1.202847,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.954192,350.000000
1.202963,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.953915,350.000000
1.203079,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.953638,350.000000
1.203195,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.953361,350.000000
1.203310,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.953084,350.000000
1.203426,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.952807,350.000000
1.203542,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.952530,350.000000
1.203658,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.952253,350.000000
1.203773,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.951976,350.000000
1.203889,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.951699,350.000000
1.204005,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.951422,350.000000
1.204121,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.951145,350.000000
1.204236,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.950868,350.000000
1.204352,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.950591,350.000000
1.204468,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.950314,350.000000
1.204584,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.950037,350.000000
1.204699,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.949760,350.000000
1.204815,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.949483,350.000000
1.204931,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.949206,350.000000
1.205047,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.948929,350.000000
1.205162,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.948653,350.000000
1.205278,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.948376,350.000000
1.205394,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.948099,350.000000
1.205510,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.947822,350.000000
1.205625,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.947545,350.000000
1.205741,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.947268,350.000000
1.205857,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.946991,350.000000
1.205973,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.946714,350.000000
1.206088,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.946437,350.000000
1.206204,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.946160,350.000000
1.206320,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.945883,350.000000
1.206436,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.945606,350.000000
1.206551,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.945329,350.000000
1.206667,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.945052,350.000000
1.206783,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.944775,350.000000
1.206899,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.944498,350.000000
1.207014,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.944221,350.000000
1.207130,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.943944,350.000000
1.207246,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.943667,350.000000
1.207362,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.943390,350.000000
1.207477,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.943113,350.000000
1.207593,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.942836,350.000000
1.207709,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.942559,350.000000
1.207825,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.942282,350.000000
1.207940,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.942005,350.000000
1.208056,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.941728,350.000000
1.208172,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.941451,350.000000
1.208288,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.941175,350.000000
1.208403,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.940898,350.000000
1.208519,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.940621,350.000000
1.208635,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.940344,350.000000
1.208751,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.940067,350.000000
1.208866,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.939790,350.000000
1.208982,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.939513,350.000000
1.209098,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.939236,350.000000
1.209213,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.938959,350.000000
1.209329,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.938682,350.000000
1.209445,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.938405,350.000000
1.209561,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.938128,350.000000
1.209676,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.937851,350.000000
1.209792,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.937574,350.000000
1.209908,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.937297,350.000000
1.210024,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.937020,350.000000
1.210139,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.936743,350.000000
1.210255,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.936466,350.000000
1.210371,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.936189,350.000000
1.210487,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.935912,350.000000
1.210602,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.935635,350.000000
1.210718,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.935358,350.000000
1.210834,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.935081,350.000000
1.210950,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.934804,350.000000
1.211065,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.934528,350.000000
1.211181,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.934251,350.000000
1.211297,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.933974,350.000000
1.211413,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.933697,350.000000
1.211528,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.933420,350.000000
1.211644,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.933143,350.000000
1.211760,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.932866,350.000000
1.211876,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.932589,350.000000
1.211991,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.932312,350.000000
1.212107,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.932035,350.000000
1.212223,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.931758,350.000000
1.212339,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.931481,350.000000
1.212454,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.931204,350.000000
1.212570,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.930927,350.000000
1.212686,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.930650,350.000000
1.212802,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.930373,350.000000
1.212917,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.930096,350.000000
1.213033,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.929819,350.000000
1.213149,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.929542,350.000000
1.213265,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.929265,350.000000
1.213380,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.928988,350.000000
1.213496,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.928711,350.000000
1.213612,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.928435,350.000000
1.213728,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.928158,350.000000
1.213843,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.927881,350.000000
1.213959,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.927604,350.000000
1.214075,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.927327,350.000000
1.214191,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.927050,350.000000
1.214306,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.926773,350.000000
1.214422,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.926496,350.000000
1.214538,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.926219,350.000000
1.214654,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.925942,350.000000
1.214769,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.925665,350.000000
1.214885,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.925388,350.000000
1.215001,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.925111,350.000000
1.215117,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.924834,350.000000
1.215232,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.924557,350.000000
1.215348,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.924280,350.000000
1.215464,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.924003,350.000000
1.215580,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.923726,350.000000
1.215695,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.923449,350.000000
1.215811,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.923173,350.000000
1.215927,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.922896,350.000000
1.216043,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.922619,350.000000
1.216158,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.922342,350.000000
1.216274,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.922065,350.000000
1.216390,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.921788,350.000000
1.216506,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.921511,350.000000
1.216621,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.921234,350.000000
1.216737,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.920957,350.000000
1.216853,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.920680,350.000000
1.216969,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.920403,350.000000
1.217084,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.920126,350.000000
1.217200,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.919849,350.000000
1.217316,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.919572,350.000000
1.217432,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.919295,350.000000
1.217547,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.919018,350.000000
1.217663,0.000000,-0.919610,-0.919610,1.800000,1.839178,358.918741,350.000000
